taste_tannin,flavor_score_vegetal,grape_Shiraz/Syrah,grape_Sémillon,taste_sweetness,flavor_score_citrus_fruit,wine_name,flavor_score_red_fruit,wine_type,grape_Petit Verdot,flavor_score_dried_fruit,grape_Sauvignon Blanc,grape_Cabernet Sauvignon,taste_acidity,taste_fizziness,flavor_score_floral,ratings_count,grape_Petite Sirah,natural_wine,vintage,flavor_score_earth,flavor_score_tropical_fruit,grape_Merlot,grape_Chardonnay,flavor_score_oak,grape_Zinfandel,flavor_score_tree_fruit,flavor_score_spices,wine_style,grape_Carménère,flavor_score_non_oak,taste_intensity,flavor_score_black_fruit,grape_Pinot Noir,winery_name,grape_Cabernet Franc,grape_Malbec,flavor_score_microbio,ratings_average
3.3271775,0.009216589861751152,,,1.5851622,0.0019201228878648233,Hess Select Cabernet Sauvignon 2011,0.15360983102918588,Cabernet Sauvignon,,0.011904761904761904,,1,2.990071,,0.008064516129032258,1713,,False,2011,0.11098310291858679,0.0007680491551459293,,,0.24001536098310292,,0.004224270353302612,0.10714285714285714,Californian Cabernet Sauvignon,,0.13172043010752688,4.791574,0.1935483870967742,,Hess Select,,,0.026881720430107527,3.6
3.0686958,,1,,1.4304348,,West Lane Carignane 2012,0.2222222222222222,Carignane,,,,1,3.467826,,,1711,,False,2012,,,1,,0.2222222222222222,1,0.1111111111111111,0.2222222222222222,Californian Red Blend,,0.2222222222222222,4.553913,,,West Lane,,,,3.6
3.5669637,0.00887409872434831,1,,1.8325802,0.0033277870216306157,Ridge Vineyards Lytton Springs 2014,0.13727121464226288,Lytton Springs,,0.027731558513588463,,1,3.8786337,,0.009706045479755962,1708,,False,2014,0.09595119245701608,0.0005546311702717693,1,,0.20992789794786468,1,0.004714364947310039,0.1461453133666112,Californian Red Blend,,0.14364947310038825,4.8028755,0.18746533555185801,,Ridge Vineyards,,,0.02468108707709373,4.2
3.2677789,0.007832167832167832,1,,1.7023928,0.003916083916083916,Ménage à Trois Midnight Dark Red Blend 2012,0.18041958041958042,Midnight Dark Red Blend,,0.014265734265734267,,1,3.856867,,0.0075524475524475524,1701,,False,2012,0.13090909090909092,0.0011188811188811189,1,,0.2248951048951049,1,0.003076923076923077,0.0606993006993007,Californian Red Blend,,0.1258741258741259,4.875709,0.21482517482517482,,Ménage à Trois,,,0.024615384615384615,3.7
,0.028977272727272727,,,2.852539,0.07954545454545454,Woodbridge by Robert Mondavi Chardonnay 2012,0.0022727272727272726,Chardonnay,,0.004545454545454545,,,3.107793,,0.005681818181818182,1701,,False,2012,0.044886363636363634,0.056818181818181816,,1,0.2505681818181818,,0.2034090909090909,0.0875,Californian Chardonnay,,0.09545454545454546,4.7368236,0.003409090909090909,,Woodbridge by Robert Mondavi,,,0.13693181818181818,3.3
2.1102638,0.012727272727272728,,,1.4642209,0.006363636363636364,Estancia Pinot Noir 2017,0.29363636363636364,Pinot Noir,,0.011818181818181818,,,3.4732924,,0.01,1699,,False,2017,0.11454545454545455,,,,0.2,,0.008181818181818182,0.07909090909090909,Californian Pinot Noir,,0.10181818181818182,2.9798372,0.12363636363636364,1,Estancia,,,0.038181818181818185,3.5
3.2315364,0.0058997050147492625,1,,1.7209319,0.0019665683382497543,Z.Alexander Brown Uncaged Proprietary Red Blend 2017,0.15093411996066863,Uncaged Proprietary Red Blend,,0.019174041297935103,,1,3.8542106,,0.00344149459193707,1696,,False,2017,0.09931170108161258,,1,,0.23795476892822026,1,0.00344149459193707,0.12094395280235988,Californian Red Blend,,0.14454277286135694,4.839386,0.18780727630285152,,Z.Alexander Brown,,,0.024582104228121928,4.1
3.3448548,0.008418657565415245,,,1.6321199,0.0031854379977246873,Faust Cabernet Sauvignon 2017,0.10762229806598407,Cabernet Sauvignon,,0.013651877133105802,,1,3.4102747,,0.008191126279863481,1696,,False,2017,0.13242320819112627,0.0006825938566552901,,,0.2534698521046644,,0.0031854379977246873,0.11217292377701935,Napa Valley Cabernet Sauvignon,,0.1353811149032992,4.821145,0.19681456200227532,,Faust,,,0.024800910125142208,4.3
,0.033005211349160395,,,2.8932655,0.07990735379270411,Beringer Founders' Estate Chardonnay 2016,0.003474232773595831,Founders' Estate Chardonnay,,0.0011580775911986102,,,3.1450174,,0.0023161551823972205,1693,,False,2016,0.04400694846554719,0.055587724377533294,,1,0.2501447596988998,,0.17544875506658947,0.09264620729588882,Californian Chardonnay,,0.10538506079907353,4.77918,0.0011580775911986102,,Beringer,,,0.1557614360162131,3.7
2.12265,0.008114558472553698,,,1.9480039,0.0019093078758949881,Markham Vineyards Merlot 2013,0.13174224343675417,Merlot,,0.015274463007159905,,,1.7625312,,0.005250596658711217,1691,,False,2013,0.09260143198090692,0.00047732696897374703,1,,0.26252983293556087,,0.002863961813842482,0.1288782816229117,Californian Merlot,,0.15799522673031027,3.973511,0.16563245823389022,,Markham Vineyards,,,0.02673031026252983,3.9
3.406888,0.009236453201970444,,,1.67075,0.0049261083743842365,Sterling Vineyards Napa Valley Cabernet Sauvignon 2016,0.13177339901477833,Napa Valley Cabernet Sauvignon,,0.01416256157635468,,1,3.4201694,,0.008004926108374385,1690,,False,2016,0.09482758620689655,0.0018472906403940886,,,0.2518472906403941,,0.008004926108374385,0.10344827586206896,Napa Valley Cabernet Sauvignon,,0.1336206896551724,4.7805347,0.2025862068965517,,Sterling Vineyards,,,0.03571428571428571,3.9
2.1076324,0.016302016302016303,,,1.4631801,0.007293007293007293,Mark West California Pinot Noir 2011,0.28142428142428144,California Pinot Noir,,0.012441012441012441,,,3.4351902,,0.007722007722007722,1690,,False,2011,0.0990990990990991,0.000858000858000858,,,0.2410982410982411,,0.005148005148005148,0.06606606606606606,Californian Pinot Noir,,0.10553410553410554,2.9767907,0.12998712998713,1,Mark West,,,0.02702702702702703,3.3
,0.03570724008680213,,,2.7974784,0.07141448017360426,J. Lohr Estates Riverstone Chardonnay 2017,0.0009863878477017164,Estates Riverstone Chardonnay,,0.0011836654172420597,,,3.1623967,,0.003748273821266522,1689,,False,2017,0.04300651015979483,0.050305780232787534,,1,0.32037877293351746,,0.10317616886959953,0.06904714933912014,Californian Chardonnay,,0.08916946143223516,4.8113155,0.000789110278161373,,J. Lohr,,,0.2110869994081673,3.8
3.3334768,0.015769439912996192,,,1.4983507,0.006797172376291463,Chateau Montelena Cabernet Sauvignon (Calistoga Cuvée) 2010,0.12887438825448613,Cabernet Sauvignon (Calistoga Cuvée),,0.01277868406742795,,1,3.4025724,,0.005981511691136488,1688,,False,2010,0.12561174551386622,0.002175095160413268,,,0.22294725394235998,,0.005437737901033171,0.1245241979336596,Napa Valley Cabernet Sauvignon,,0.14301250679717237,4.7161093,0.17971723762914626,,Chateau Montelena,,,0.026373028820010875,4.1
3.2829475,0.011639185257032008,,,1.6422223,0.012609117361784675,Josh Cellars Family Reserve North Coast Cabernet Sauvignon 2015,0.1270611057225994,Family Reserve North Coast Cabernet Sauvignon,,0.01066925315227934,,1,2.9789248,,0.005819592628516004,1688,,False,2015,0.09117361784675072,0.006789524733268671,,,0.22502424830261883,,0.02424830261881668,0.10766246362754607,Californian Cabernet Sauvignon,,0.1396702230843841,4.7399106,0.20853540252182348,,Josh Cellars,,,0.029097963142580018,3.9
,0.028977272727272727,,,2.852539,0.07954545454545454,Woodbridge by Robert Mondavi Chardonnay 2014,0.0022727272727272726,Chardonnay,,0.004545454545454545,,,3.107793,,0.005681818181818182,1686,,False,2014,0.044886363636363634,0.056818181818181816,,1,0.2505681818181818,,0.2034090909090909,0.0875,Californian Chardonnay,,0.09545454545454546,4.7368236,0.003409090909090909,,Woodbridge by Robert Mondavi,,,0.13693181818181818,3.3
3.6979983,0.0060050568900126425,,,1.5675346,0.0037926675094816687,Justin Isosceles 2014,0.14696586599241465,Isosceles,1,0.015486725663716814,,1,3.8920894,,0.004740834386852086,1685,,False,2014,0.10619469026548672,0.0006321112515802782,1,,0.2329329962073325,,0.0031605562579013905,0.12926675094816686,Californian Bordeaux Blend,1,0.14664981036662453,4.8960733,0.18678887484197218,,Justin,1,1,0.01738305941845765,4.5
3.3264458,0.0074866310160427805,,,1.5301358,0.0042780748663101605,Sebastiani Sonoma County Cabernet Sauvignon 2015,0.15454545454545454,Sonoma County Cabernet Sauvignon,,0.01229946524064171,,1,3.0177112,,0.01229946524064171,1685,,False,2015,0.0946524064171123,0.0005347593582887701,,,0.2540106951871658,,0.004812834224598931,0.11978609625668449,Californian Cabernet Sauvignon,,0.13101604278074866,4.7778316,0.17754010695187167,,Sebastiani,,,0.026737967914438502,3.9
2.1570318,0.009577015163607342,,,1.473902,0.011971268954509178,Bogle Pinot Noir 2016,0.19473264166001597,Pinot Noir,,0.008778930566640064,,,3.4650238,,0.009577015163607342,1684,,False,2016,0.1524341580207502,0.0031923383878691143,,,0.23543495610534718,,0.013567438148443736,0.0965682362330407,Californian Pinot Noir,,0.1372705506783719,3.0198743,0.08699122106943336,1,Bogle,,,0.03990422984836393,3.6
3.4531157,0.018214936247723135,,,1.4961236,0.0036429872495446266,Kendall-Jackson Grand Reserve Cabernet Sauvignon 2013,0.12932604735883424,Grand Reserve Cabernet Sauvignon,,0.012750455373406194,,1,3.0444496,,0.00546448087431694,1680,,False,2013,0.11293260473588343,0.0009107468123861566,,,0.23679417122040072,,0.00546448087431694,0.12568306010928962,Californian Cabernet Sauvignon,,0.13934426229508196,4.8734684,0.17941712204007285,,Kendall-Jackson,,,0.030054644808743168,3.9
3.2706506,0.011352253756260434,,,1.5762712,0.004340567612687813,Cakebread Cabernet Sauvignon 2016,0.11485809682804675,Cabernet Sauvignon,,0.01736227045075125,,1,3.3936186,,0.005342237061769616,1680,,False,2016,0.12954924874791318,0.001335559265442404,,,0.25809682804674455,,0.006010016694490818,0.08681135225375626,Napa Valley Cabernet Sauvignon,,0.12821368948247078,4.81062,0.20734557595993322,,Cakebread,,,0.02938230383973289,4.4
3.4421985,0.007270135424091233,,,1.660775,0.0019957234497505346,Michael David Winery Freakshow Cabernet Sauvignon 2016,0.1263007840342124,Freakshow Cabernet Sauvignon,,0.01639344262295082,,1,3.0438898,,0.005274411974340698,1679,,False,2016,0.13071988595866002,0.0011404133998574484,,,0.2459016393442623,,0.002851033499643621,0.11660727013542409,Californian Cabernet Sauvignon,,0.1525302922309337,4.8654165,0.17191732002851035,,Michael David Winery,,,0.021097647897362792,4
,0.05240037652965171,,,2.773778,0.06808911201757138,Meiomi Chardonnay 2016,0.0021964229683087543,Chardonnay,,0.0021964229683087543,,,3.180422,,0.008471917163476624,1676,,False,2016,0.05491057420771886,0.05522434891747725,,1,0.2748666457483527,,0.1299027298399749,0.06212739253216191,Californian Chardonnay,,0.0718544085346721,4.8001566,0.0006275494195167869,,Meiomi,,,0.2171320991528083,3.9
2.1202054,0.00688298918387414,,,1.9100565,0.0009832841691248771,Noble Vines 181 Merlot 2012,0.20058997050147492,181 Merlot,,0.00983284169124877,,,1.7055378,,0.011799410029498525,1675,,False,2012,0.08259587020648967,,1,,0.23500491642084562,,0.0019665683382497543,0.10914454277286136,Californian Merlot,,0.12979351032448377,3.9716048,0.17699115044247787,,Noble Vines,,,0.0344149459193707,3.6
3.6979983,0.0060050568900126425,,,1.5675346,0.0037926675094816687,Justin Isosceles 2015,0.14696586599241465,Isosceles,1,0.015486725663716814,,1,3.8920894,,0.004740834386852086,1670,,False,2015,0.10619469026548672,0.0006321112515802782,1,,0.2329329962073325,,0.0031605562579013905,0.12926675094816686,Californian Bordeaux Blend,1,0.14664981036662453,4.8960733,0.18678887484197218,,Justin,1,1,0.01738305941845765,4.5
3.1863844,0.00589159465828751,,,1.91665,0.002356637863315004,Treana Cabernet Sauvignon 2017,0.08680282796543598,Cabernet Sauvignon,,0.01767478397486253,,1,2.8886468,,0.006677140612725845,1670,,False,2017,0.10879811468970935,0.0007855459544383347,,,0.25294579732914374,,0.0007855459544383347,0.1429693637077769,Californian Cabernet Sauvignon,,0.1767478397486253,4.7833986,0.17831893165750196,,Treana,,,0.0192458758837392,4.2
3.2923105,0.004366812227074236,1,,1.6873492,,Stratton Lummis The Riddler,0.14410480349344978,The Riddler,,0.026200873362445413,,1,3.8877769,,0.004366812227074236,1670,,False,N.V.,0.10480349344978165,,1,,0.2445414847161572,1,,0.10480349344978165,Californian Red Blend,,0.16593886462882096,4.877126,0.18777292576419213,,Stratton Lummis,,,0.013100436681222707,4
3.2187612,0.00437636761487965,,,2.0076306,0.0014587892049598833,Delicato Three Finger Jack Cabernet Sauvignon 2016,0.12035010940919037,Three Finger Jack Cabernet Sauvignon,,0.020423048869438368,,1,2.906058,,0.00437636761487965,1668,,False,2016,0.11159737417943107,,,,0.23340627279358134,,0.0029175784099197666,0.13347921225382933,Californian Cabernet Sauvignon,,0.15317286652078774,4.6601787,0.18818380743982493,,Delicato,,,0.0262582056892779,4.1
,0.01642710472279261,,,,0.13347022587268995,Gloria Ferrer Blanc de Noirs,0.22587268993839835,Blanc de Noirs,,0.008213552361396304,,,3.4173365,3.9922123,0.006160164271047228,1667,,False,N.V.,0.049281314168377825,0.012320328542094456,,1,0.09034907597535935,,0.14168377823408623,0.053388090349075976,Californian Sparkling,,0.11088295687885011,3.9763432,0.028747433264887063,1,Gloria Ferrer,,,0.12320328542094455,3.8
,0.027795392094694567,,,2.4805794,0.023039526527161278,Bread & Butter Chardonnay 2013,0.002113718030014796,Chardonnay,,0.0011625449165081378,,,2.6501865,,0.004967237370534771,1666,,False,2013,0.030648911435214542,0.029274994715704925,,1,0.31695201860071864,,0.04734728387233143,0.1181568378778271,Napa Valley Chardonnay,,0.1353836398224477,4.896195,0.0012682308180088776,,Bread & Butter,,,0.2618896639188332,3.8
2.560883,0.009124087591240875,,,2.570067,0.0036496350364963502,Motto Unabashed Zinfandel 2015,0.20802919708029197,Unabashed Zinfandel,,0.03832116788321168,,,2.067912,,0.009124087591240875,1666,,False,2015,0.15875912408759124,,,,0.2354014598540146,1,0.0018248175182481751,0.08941605839416059,Californian Zinfandel,,0.10583941605839416,4.609168,0.12408759124087591,,Motto,,,0.016423357664233577,3.5
2.0349803,0.009589041095890411,,,1.6979795,0.005479452054794521,Mirassou Pinot Noir 2015,0.36027397260273974,Pinot Noir,,0.010273972602739725,,,3.4380627,,0.003424657534246575,1664,,False,2015,0.057534246575342465,0.0027397260273972603,,,0.1821917808219178,,0.008904109589041096,0.11095890410958904,Californian Pinot Noir,,0.11095890410958904,2.9542859,0.09041095890410959,1,Mirassou,,,0.04726027397260274,3.5
2.4944494,0.0062441461130190445,,,2.5510752,0.0021854511395566654,Michael David Winery Earthquake Zinfandel 2015,0.10958476428348424,Earthquake Zinfandel,,0.033406181704651886,,,1.7035127,,0.003746487667811427,1661,,False,2015,0.13674679987511706,0.001248829222603809,,,0.22416484545738372,1,0.0031220730565095223,0.1351857633468623,Californian Zinfandel,,0.14330315329378707,4.9083304,0.17577271308148612,,Michael David Winery,,,0.025288791757727132,4.1
3.2610288,0.0049261083743842365,1,,1.5208094,0.005473453749315818,Ferrari Carano Siena 2015,0.1625615763546798,Siena,,0.027914614121510674,,1,3.844729,,0.005473453749315818,1661,,False,2015,0.09250136836343732,0.0010946907498631637,1,,0.22933771209633277,1,0.002736726874657909,0.11986863711001643,Californian Red Blend,,0.14942528735632185,4.777323,0.1724137931034483,,Ferrari Carano,,,0.026272577996715927,4
3.3810596,0.007147498375568551,,,1.529294,0.003898635477582846,Leese-Fitch Cabernet Sauvignon 2015,0.15594541910331383,Cabernet Sauvignon,,0.011046133853151396,,1,3.4733615,,0.005198180636777128,1660,,False,2015,0.14035087719298245,0.000649772579597141,,,0.26380766731643923,,0.005198180636777128,0.09811565951916829,Napa Valley Cabernet Sauvignon,,0.1539961013645224,4.8172917,0.1267056530214425,,Leese-Fitch,,,0.02794022092267706,3.7
2.0991316,0.011191047162270184,,,1.4029176,0.005595523581135092,Rodney Strong Estate Pinot Noir 2015,0.22861710631494805,Estate Pinot Noir,,0.009992006394884092,,,3.4947524,,0.016386890487609912,1654,,False,2015,0.11270983213429256,0.0003996802557953637,,,0.2214228617106315,,0.005595523581135092,0.13229416466826538,Californian Pinot Noir,,0.1518784972022382,3.00631,0.06474820143884892,1,Rodney Strong,,,0.03916866506794564,3.8
2.1102638,0.012727272727272728,,,1.4642209,0.006363636363636364,Estancia Pinot Noir 2016,0.29363636363636364,Pinot Noir,,0.011818181818181818,,,3.4732924,,0.01,1653,,False,2016,0.11454545454545455,,,,0.2,,0.008181818181818182,0.07909090909090909,Californian Pinot Noir,,0.10181818181818182,2.9798372,0.12363636363636364,1,Estancia,,,0.038181818181818185,3.5
3.2052116,0.004888268156424581,,,2.2287295,0.002793296089385475,689 - Six Eight Nine Submission Cabernet Sauvignon 2017,0.07402234636871509,Submission Cabernet Sauvignon,,0.01606145251396648,,1,2.8796961,,0.002094972067039106,1652,,False,2017,0.06564245810055866,0.002094972067039106,,,0.27164804469273746,,0.0006983240223463687,0.1787709497206704,Californian Cabernet Sauvignon,,0.18994413407821228,4.724079,0.15223463687150837,,689 - Six Eight Nine,,,0.03910614525139665,3.9
,0.06115702479338843,,,1.3160585,0.30633608815427,Joel Gott Sauvignon Blanc 2015,0.014325068870523415,Sauvignon Blanc,,0.0022038567493112946,1,,3.9810505,,0.01487603305785124,1652,,False,2015,0.06831955922865014,0.08980716253443526,,,0.0721763085399449,,0.25179063360881543,0.030303030303030304,Californian Sauvignon Blanc,,0.024242424242424242,3.003166,0.013223140495867768,,Joel Gott,,,0.0512396694214876,3.7
3.4056988,0.009526644834772254,,,1.586551,0.0056564453706460256,Hall Napa Valley Cabernet Sauvignon 2012,0.1211670139922596,Napa Valley Cabernet Sauvignon,,0.013694551949985114,,1,3.4269867,,0.007740398928252456,1649,,False,2012,0.14944924084548972,0.0005954153021732659,,,0.23310509080083358,,0.008335814230425722,0.10389997022923489,Napa Valley Cabernet Sauvignon,,0.14081571896397738,4.781945,0.18755582018457875,,Hall,,,0.01845787436737124,4.1
3.406888,0.009236453201970444,,,1.67075,0.0049261083743842365,Sterling Vineyards Napa Valley Cabernet Sauvignon 2014,0.13177339901477833,Napa Valley Cabernet Sauvignon,,0.01416256157635468,,1,3.4201694,,0.008004926108374385,1649,,False,2014,0.09482758620689655,0.0018472906403940886,,,0.2518472906403941,,0.008004926108374385,0.10344827586206896,Napa Valley Cabernet Sauvignon,,0.1336206896551724,4.7805347,0.2025862068965517,,Sterling Vineyards,,,0.03571428571428571,3.8
3.3231225,0.006041079339508659,,,1.6598648,0.0004027386226339106,Stave & Steel Bourbon Barrel Aged Cabernet Sauvignon 2016,0.0797422472815143,Bourbon Barrel Aged Cabernet Sauvignon,,0.008457511075312122,,1,3.0220673,,0.004027386226339106,1648,,False,2016,0.12726540475231574,0.0012082158679017317,,,0.29480467176802255,,0.002013693113169553,0.13773660894079742,Californian Cabernet Sauvignon,,0.1941200161095449,4.8313947,0.11921063229963753,,Stave & Steel,,,0.024969794603302457,3.9
3.524272,0.020714655618850338,,,1.7170491,0.005178663904712584,Dominus Dominus (Christian Moueix) 2011,0.08285862247540135,Dominus (Christian Moueix),1,0.012687726566545831,,1,3.838043,,0.01320559295701709,1648,,False,2011,0.18306576903158986,0.0015535991714137752,1,,0.22656654583117555,,0.002589331952356292,0.09295701708959088,Napa Valley Bordeaux Blend,,0.15717244950802692,4.6556673,0.1693423096841015,,Dominus,1,1,0.03210771620921802,4.4
3.2585907,0.011612903225806452,1,,1.9261838,0.003870967741935484,Primal Roots Red Blend 2015,0.16580645161290322,Red Blend,,0.004516129032258065,,1,3.895498,,0.004516129032258065,1643,,False,2015,0.10774193548387097,0.0032258064516129032,1,,0.2767741935483871,1,0.0070967741935483875,0.12258064516129032,Californian Red Blend,,0.16709677419354838,4.88219,0.1064516129032258,,Primal Roots,,,0.01870967741935484,3.8
3.5669637,0.00887409872434831,1,,1.8325802,0.0033277870216306157,Ridge Vineyards Lytton Springs 2016,0.13727121464226288,Lytton Springs,,0.027731558513588463,,1,3.8786337,,0.009706045479755962,1643,,False,2016,0.09595119245701608,0.0005546311702717693,1,,0.20992789794786468,1,0.004714364947310039,0.1461453133666112,Californian Red Blend,,0.14364947310038825,4.8028755,0.18746533555185801,,Ridge Vineyards,,,0.02468108707709373,4.2
2.560883,0.009124087591240875,,,2.570067,0.0036496350364963502,Motto Unabashed Zinfandel 2014,0.20802919708029197,Unabashed Zinfandel,,0.03832116788321168,,,2.067912,,0.009124087591240875,1642,,False,2014,0.15875912408759124,,,,0.2354014598540146,1,0.0018248175182481751,0.08941605839416059,Californian Zinfandel,,0.10583941605839416,4.609168,0.12408759124087591,,Motto,,,0.016423357664233577,3.6
,0.041473684210526315,,,2.2839622,0.1231578947368421,Chateau Montelena Chardonnay 2012,0.004842105263157895,Chardonnay,,0.0004210526315789474,,,2.9526174,,0.015157894736842105,1640,,False,2012,0.07705263157894737,0.04842105263157895,,1,0.22694736842105262,,0.14842105263157895,0.06863157894736842,Napa Valley Chardonnay,,0.08168421052631579,4.657562,0.0027368421052631577,,Chateau Montelena,,,0.16105263157894736,4.3
3.4197264,0.004940014114326041,,,1.5274076,0.0014114326040931546,Estancia Cabernet Sauvignon 2013,0.20959774170783346,Cabernet Sauvignon,,0.01058574453069866,,1,3.0441382,,0.006351446718419196,1639,,False,2013,0.09809456598447425,,,,0.273817925194072,,0.004940014114326041,0.0748059280169372,Californian Cabernet Sauvignon,,0.10938602681721948,4.821015,0.1806633733239238,,Estancia,,,0.025405786873676783,3.5
3.3892732,0.006584723441615452,,,1.6132419,0.005706760316066725,Kendall-Jackson Vintner's Reserve Cabernet Sauvignon 2011,0.12510974539069358,Vintner's Reserve Cabernet Sauvignon,,0.014486391571553995,,1,3.0762775,,0.0030728709394205445,1638,,False,2011,0.1009657594381036,0.001755926251097454,,,0.24582967515364354,,0.0030728709394205445,0.10798946444249341,Californian Cabernet Sauvignon,,0.14749780509218613,4.792615,0.2115891132572432,,Kendall-Jackson,,,0.02633889376646181,3.5
3.3412828,0.009670079635949944,1,,1.6219401,0.002844141069397042,Paraduxx Proprietary Red 2016,0.14562002275312855,Proprietary Red,,0.013651877133105802,,1,3.801436,,0.008532423208191127,1638,,False,2016,0.10409556313993173,0.0005688282138794084,1,,0.23890784982935154,1,0.006257110352673493,0.12571103526734925,Californian Red Blend,,0.13708759954493743,4.7641473,0.18657565415244595,,Paraduxx,,,0.020477815699658702,4.2
